864332844885135360	en	shinyhead69	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Tue May 16 04:13:03 +0000 2017	49	0	341	602	22943	Pacific Time (US & Canada)	Thu Jul 14 15:04:39 +0000 2011		b''	Nigel Hodgson	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
864288612963291136	en-gb	Partywhatparty	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Tue May 16 01:17:17 +0000 2017	49	0	660	317	106590		Mon May 16 20:34:56 +0000 2016	West Midlands, England	b'Like singing in the rain. Christian. Whosoever shall call on the name of the Lord shall be saved. ...no one can say Jesus is Lord except by the Holy Spirit.'	Sally Saunders	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
864233318337789952	en	CardenasElanie	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Mon May 15 21:37:34 +0000 2017	49	0	1832	1853	179432		Sun Sep 06 18:41:36 +0000 2015		b'Lover of history,anthropology=archaeology,and everything earthly and unearthly'	Elanie Cardenas	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
864159772119060480	en	Da_wild_west	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Mon May 15 16:45:19 +0000 2017	49	0	323	510	5555		Fri Feb 17 20:47:12 +0000 2017	England, United Kingdom	b'?Bit opinionated slightly outspoken?News...Science & Technology...UK Top 40..Hip-Hop & Rap... Formula 1... Golf... PNE...  Sports... politics...'	Jason	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
864097041881989120	en	Milcal_Anatmcl	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Mon May 15 12:36:03 +0000 2017	49	0	380	4998	35539		Wed Jul 13 02:31:14 +0000 2016	Arkansas, USA	b'We are a Arkansas based supplier of Anatomical Models. View our range of Human Skeleton Models, Life Size Human Skull Models, Human Spine Models, and More.'	Milecal Anatomcal	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
864095669203685377	en	sjsingleton73	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Mon May 15 12:30:36 +0000 2017	49	0	210	198	26064		Tue Feb 21 20:50:18 +0000 2012		b''	SCOTT SINGLETON	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
864092862560034816	en	wisteriawitch	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Mon May 15 12:19:27 +0000 2017	49	0	657	404	55031		Thu Jun 16 10:18:59 +0000 2016	West Yorkshire, England	b'animal lover, Yorkshire lass and proud'	Lynne	"b'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
864092277785989120	en	tt_saw	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Mon May 15 12:17:07 +0000 2017	49	0	162	33	18660		Sat Feb 23 22:39:56 +0000 2013	England, United Kingdom	b'Every story has an END, but in LIFE every END is just a new BEGINNING'	suzytoo	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
864091585147011072	en	karendonaldson2	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Mon May 15 12:14:22 +0000 2017	49	0	3068	3759	62046		Wed May 18 10:19:53 +0000 2011	Earth	b'Anti Islam, Anti PC, Pro Israel #Brexit'	karen donaldson	"b'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
864089414980521985	en-gb	MykieSzuder	RT @DavidJo52951945: When voting in an election do you care about a prospective MP's personal life? https://t.co/IHMa0YglAP	nullHERE!!!	Mon May 15 12:05:45 +0000 2017	49	0	183	228	4425		Mon Feb 27 20:35:08 +0000 2017	Edinburgh, Scotland	b'I am a Electronic Engineer getting into the Raspberry Pi!\nLoves cats'	Mykie Szuder	"b'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>'"	https://www.thesun.co.uk/news/3562898/meet-the-23-year-old-tory-games-shop-worker-taking-on-labour-in-the-former-pms-old-constituency/ 	
